uid|action|jobNo|invoice|dateTime|source|url|deviceType
1245540518331|viewJob|7995707|31275691|2016-08-05 23:36:45|mobileWeb|m.104.com.tw/job/4rdiz|
1245540518331|viewJob|8002981|84894313|2016-08-05 23:47:16|mobileWeb|m.104.com.tw/job/4rj51|
1245540518331|viewJob|8260514|14089976|2016-08-03 04:27:35|web|www.104.com.tw/job/|
1245540518331|viewJob|8260514|14089976|2016-08-03 04:20:57|web|www.104.com.tw/job/|
1245540518331|viewJob|8260514|14089976|2016-08-03 04:13:24|web|www.104.com.tw/job/|
1245540518331|viewJob|8260514|14089976|2016-08-05 23:37:43|mobileWeb|m.104.com.tw/job/4x1uq|
1245540518331|applyJob|8260514|14089976||mobileWeb|m.104.com.tw/quickly/ajaxSubmitSetNormalApply|
1245540518331|viewJob|8260514|14089976|2016-08-03 19:33:50|mobileWeb|m.104.com.tw/job/4x1uq|
1245540518331|viewJob|8260514|14089976|2016-08-03 19:32:32|mobileWeb|m.104.com.tw/job/4x1uq|
1245540518331|viewJob|7608813|86517510|2016-08-05 23:44:59|mobileWeb|m.104.com.tw/job/4j2zx|
1245540518332|viewJob|7932452|22662550|2016-06-29 12:41:15|mobileWeb|m.104.com.tw/job/4q0pw|
1245540518332|viewJob|7932457|22662550|2016-06-29 12:41:07|mobileWeb|m.104.com.tw/job/4q0q1|
1245540518332|applyJob|7932452|22662550||mobileWeb|m.104.com.tw/quickly/ajaxSubmitSetNormalApply|
1245540518332|viewJob|7932452|22662550|2016-06-29 12:40:01|mobileWeb|m.104.com.tw/job/4q0pw|
1245540518332|viewJob|4776462|22662550|2016-07-01 19:29:05|mobileWeb|m.104.com.tw/job/2udji|
1245540518332|viewJob|4776462|22662550|2016-07-02 10:43:17|mobileWeb|m.104.com.tw/job/2udji|
1245540518332|viewJob|4776462|22662550|2016-07-01 19:55:03|mobileWeb|m.104.com.tw/job/2udji|
1245540518332|viewJob|4776462|22662550|2016-07-01 19:55:04|mobileWeb|m.104.com.tw/job/2udji|
1245540518332|viewJob|4776462|22662550|2016-07-01 19:30:25|mobileWeb|m.104.com.tw/job/2udji|
1245540518332|viewJob|5132339|22662550|2016-07-02 10:48:43|mobileWeb|m.104.com.tw/job/3204z|
1245540518332|viewJob|8124737|11052709|2016-07-27 03:55:12|mobileWeb|m.104.com.tw/job/4u535|
1245540518332|viewJob|8124737|11052709|2016-07-03 05:23:47|mobileWeb|m.104.com.tw/job/4u535|
1245540518332|viewJob|8124737|11052709|2016-07-28 14:20:50|mobileWeb|m.104.com.tw/job/4u535|
1245540518332|viewJob|6949371|22662550|2016-07-03 05:27:49|mobileWeb|m.104.com.tw/job/44y63|
1245540518332|viewJob|6949371|22662550|2016-07-03 05:28:03|mobileWeb|m.104.com.tw/job/44y63|
1245540518332|viewCust||22662550|2016-07-03 05:20:11|mobileWeb|m.104.com.tw/cust/aesp3hv|
1245540518332|viewCust||22662550|2016-07-03 05:29:41|mobileWeb|m.104.com.tw/cust/aesp3hv|
1245540518332|viewCust||22662550|2016-07-03 05:20:32|mobileWeb|m.104.com.tw/cust/aesp3hv|
1245540518332|viewCust||22662550|2016-07-03 05:29:42|mobileWeb|m.104.com.tw/cust/aesp3hv|
1245540518332|viewCust||22662550|2016-07-03 05:19:24|mobileWeb|m.104.com.tw/cust/aesp3hv|
1245540518332|viewCust||22662550|2016-07-02 10:43:09|mobileWeb|m.104.com.tw/cust/aesp3hv|
1245540518332|viewCust||22662550|2016-07-02 10:42:10|mobileWeb|m.104.com.tw/cust/aesp3hv|
1245540518332|viewCust||22662550|2016-07-02 10:43:05|mobileWeb|m.104.com.tw/cust/aesp3hv|
1245540518332|viewCust||22662550|2016-07-01 19:30:29|mobileWeb|m.104.com.tw/cust/aesp3hv|
1245540518332|viewCust||22662550|2016-07-01 19:31:42|mobileWeb|m.104.com.tw/cust/aesp3hv|
1245540518332|viewCust||22662550|2016-07-01 09:03:56|mobileWeb|m.104.com.tw/cust/aesp3hv|
1245540518332|viewCust||22662550|2016-07-01 09:04:11|mobileWeb|m.104.com.tw/cust/aesp3hv|
1245540518332|viewCust||22662550|2016-07-01 09:05:00|mobileWeb|m.104.com.tw/cust/aesp3hv|
1245540518332|viewCust||22662550|2016-07-01 19:31:20|mobileWeb|m.104.com.tw/cust/aesp3hv|
1245540518332|viewJob|8124737|11052709|2017-01-21 14:40:52|mobileWeb|m.104.com.tw/job/4u535|
1245540518332|viewJob|8124737|11052709|2017-01-21 15:27:05|mobileWeb|m.104.com.tw/job/4u535|
1245540518332|viewJob|5001438|11052709|2017-01-24 16:27:32|mobileWeb|m.104.com.tw/job/2z74u|
1245540518332|viewJob|8124737|11052709|2017-01-21 14:41:10|mobileWeb|m.104.com.tw/job/4u535|
1245540518332|viewJob|8124737|11052709|2017-01-21 14:38:34|mobileWeb|m.104.com.tw/job/4u535|
1245540518332|viewCust||11052709|2017-01-21 14:41:06|mobileWeb|m.104.com.tw/cust/52shwuh|
1245540518332|viewJob|8894331|11052709|2017-02-11 09:01:15|mobileWeb|m.104.com.tw/job/5amwr|
1245540518332|viewJob|8894331|11052709|2017-02-02 16:08:31|mobileWeb|m.104.com.tw/job/5amwr|
1245540518332|viewJob|7932457|22662550|2016-06-22 16:11:33|web|www.104.com.tw/job/|
1245540518332|viewJob|7932444|22662550|2016-06-22 16:12:18|web|www.104.com.tw/job/|
1245540518332|viewJob|4776462|22662550|2016-06-22 16:12:53|web|www.104.com.tw/job/|
1245540518332|viewJob|7932476|22662550|2016-06-22 16:12:29|web|www.104.com.tw/job/|
1245540518332|viewJob|5132339|22662550|2016-06-22 16:12:58|web|www.104.com.tw/job/|
1245540518332|viewJob|7932452|22662550|2016-06-22 16:12:02|web|www.104.com.tw/job/|
1245540518332|viewJob|7932452|22662550|2016-06-22 16:12:22|web|www.104.com.tw/job/|
1245540518332|viewJob|7932457|22662550|2016-06-22 16:12:26|web|www.104.com.tw/job/|
1245540518333|viewJob|4784049|68919702|2016-04-11 20:41:48|web|www.104.com.tw/job/|
1245540518333|viewJob|4784049|68919702|2016-04-11 20:42:00|web|www.104.com.tw/job/|
1245540518333|viewJob|4821760|12341051|2016-07-05 14:47:04|web|www.104.com.tw/job/|
1245540518333|viewJob|5622799|59619900|2016-07-25 22:06:13|web|www.104.com.tw/job/|
1245540518333|applyJob|4393582|28865032||web|www.104.com.tw/jobbank/login/apply/job_send2_2011.cfm|
1245540518333|saveJob|8655176|96972798|2017-01-23 11:31:05|web|www.104.com.tw/job/|
1245540518333|viewJob|4393582|28865032|2017-01-20 11:30:15|web|www.104.com.tw/job/|
1245540518333|viewJob|4784049|68919702|2017-01-24 11:13:38|web|www.104.com.tw/job/|
1245540518333|viewJob|4784049|68919702|2017-01-24 11:20:19|web|www.104.com.tw/job/|
1245540518333|viewCust||68919702|2017-01-24 11:13:42|web|www.104.com.tw/jobbank/custjob/index.php|
1245540518333|applyJob|4784049|68919702||web|www.104.com.tw/jobbank/login/apply/job_send2_2011.cfm|
1245540518333|viewJob|4784049|68919702|2017-01-24 11:14:04|web|www.104.com.tw/job/|
1245540518333|viewJob|8655176|96972798|2017-01-23 11:31:05|web|www.104.com.tw/job/|
1245540518333|viewJob|4393582|28865032|2017-01-20 18:44:10|web|www.104.com.tw/job/|
1245540518333|viewJob|8655176|96972798|2017-01-23 11:21:32|web|www.104.com.tw/job/|
1245540518333|viewJob|8655176|96972798|2017-01-23 11:18:00|web|www.104.com.tw/job/|
1245540518333|viewJob|4784049|68919702|2017-01-24 11:21:05|web|www.104.com.tw/job/|
1245540518333|viewCust||28865032|2017-01-20 11:30:38|web|www.104.com.tw/jobbank/custjob/index.php|
1245540518333|viewCust||22102473|2017-02-06 11:10:40|web|www.104.com.tw/jobbank/custjob/index.php|
1245540518333|applyJob|8655176|96972798||web|www.104.com.tw/jobbank/login/apply/job_send2_2011.cfm|
1245540518333|viewCust||22662550|2017-02-13 15:10:44|web|www.104.com.tw/jobbank/custjob/index.php|
1245540518333|applyJob|8859595|22102473||web|www.104.com.tw/jobbank/login/apply/job_send2_2011.cfm|
1245540518333|viewJob|8655176|96972798|2017-02-06 11:41:56|web|www.104.com.tw/job/|
1245540518333|viewJob|8420888|22662550|2017-02-13 15:12:08|web|www.104.com.tw/job/|
1245540518333|viewCust||22662550|2017-02-13 15:11:23|web|www.104.com.tw/jobbank/custjob/index.php|
1245540518333|viewJob|8859595|22102473|2017-02-06 11:10:02|web|www.104.com.tw/job/|
1245540518333|viewCust||22662550|2017-02-13 15:11:03|web|www.104.com.tw/jobbank/custjob/index.php|
1245540518333|viewJob|8655176|96972798|2017-03-02 20:43:13|web|www.104.com.tw/job/|
1245540518333|viewJob|7978254|20970807|2017-03-31 00:10:36|web|www.104.com.tw/job/|
1245540518333|viewCust||22636630|2017-03-30 23:55:04|web|www.104.com.tw/jobbank/custjob/index.php|
1245540518333|viewJob|5744718|22636630|2017-03-30 23:57:32|web|www.104.com.tw/job/|
1245540518333|viewCust||96972798|2017-03-02 20:45:07|web|www.104.com.tw/jobbank/custjob/index.php|
1245540518333|viewCust||22636630|2017-03-30 23:56:50|web|www.104.com.tw/jobbank/custjob/index.php|
1245540518333|viewCust||96972798|2017-03-02 20:45:46|web|www.104.com.tw/jobbank/custjob/index.php|
1245540518333|viewJob|5744718|22636630|2017-03-30 23:56:47|web|www.104.com.tw/job/|
1245540518333|viewCust||22636630|2017-03-30 23:57:34|web|www.104.com.tw/jobbank/custjob/index.php|
1245540518333|viewJob|5744718|22636630|2017-03-30 23:54:16|web|www.104.com.tw/job/|
1245540518333|viewJob|7978254|20970807|2017-03-31 00:10:48|web|www.104.com.tw/job/|
1245540518333|viewJob|8683260|7435901|2016-11-30 23:53:41|app||0
1245540518333|viewJob|8412381|69559487|2016-11-30 23:57:53|app||0
1245540518333|viewJob|8412381|69559487|2016-11-30 23:58:43|app||0
1245540518333|viewJob|8591853|22267777|2016-11-30 23:55:55|app||0
1245540518333|viewJob|8655160|7015014|2016-11-30 23:50:09|app||0
1245540518333|viewJob|6439749|7435901|2016-11-30 23:49:14|app||0
1245540518333|viewJob|4784049|68919702|2017-01-15 22:44:54|app||0
1245540518333|saveJob|4784049|68919702|2017-01-15 22:46:50|app||0
1245540518333|viewJob|8833572|22354940|2017-01-13 14:57:06|app||0
1245540518333|viewJob|8412381|69559487|2017-01-15 22:34:25|app||0
1245540518333|viewJob|6079363|84630426|2017-01-14 00:13:27|app||0
1245540518334|viewJob|5473902|11719802|2016-07-11 09:44:40|web|www.104.com.tw/job/|
1245540518334|applyJob|5473902|11719802||web|www.104.com.tw/jobbank/login/apply/job_send2_2011.cfm|
1245540518334|viewCust||11719802|2016-06-17 19:00:53|web|www.104.com.tw/jobbank/custjob/index.php|
1245540518334|viewJob|6799666|4655091|2016-06-06 17:32:38|mobileWeb|m.104.com.tw/job/41qnm|
1245540518334|viewJob|6953131|84630426|2016-06-13 11:57:54|web|www.104.com.tw/job/|
1245540518334|viewJob|5473902|11719802|2016-06-17 18:59:27|web|www.104.com.tw/job/|
1245540518334|viewCust||51015548|2016-06-17 19:01:35|web|www.104.com.tw/jobbank/custjob/index.php|
1245540518334|viewCust||23525871|2016-06-17 19:02:55|web|www.104.com.tw/jobbank/custjob/index.php|
1245540518334|viewCust||23525871|2016-06-17 19:02:37|web|www.104.com.tw/jobbank/custjob/index.php|
1245540518334|viewCust||23525871|2016-06-17 19:42:01|web|www.104.com.tw/jobbank/custjob/index.php|
1245540518334|viewCust||23525871|2016-06-17 19:02:46|web|www.104.com.tw/jobbank/custjob/index.php|
1245540518334|viewCust||11719802|2016-06-17 18:58:45|web|www.104.com.tw/jobbank/custjob/index.php|
1245540518335|viewJob|6589073|84435578|2016-07-13 01:24:13|mobileWeb|m.104.com.tw/job/3x85t|
1245540518335|viewJob|6185621|84630426|2016-07-13 01:03:02|mobileWeb|m.104.com.tw/job/3okut|
1245540518335|viewJob|8362745|23525871|2016-07-13 00:34:11|mobileWeb|m.104.com.tw/job/4z8qh|
1245540518335|viewJob|8319943|31275691|2016-07-11 23:29:41|mobileWeb|m.104.com.tw/job/4ybpj|
1245540518335|viewJob|8319943|31275691|2016-07-11 13:00:32|mobileWeb|m.104.com.tw/job/4ybpj|
1245540518335|applyJob|8319943|31275691||mobileWeb|m.104.com.tw/quickly/ajaxSubmitSetNormalApply|
1245540518335|viewJob|8280465|15458455|2016-07-13 00:44:05|mobileWeb|m.104.com.tw/job/4xh8x|
1245540518335|viewJob|8310418|27365925|2016-07-13 00:33:21|mobileWeb|m.104.com.tw/job/4y4cy|
1245540518335|viewCust||31275691|2016-07-11 21:18:37|web|www.104.com.tw/jobbank/custjob/index.php|
1245540518335|saveJob|8319943|31275691|2016-07-11 23:49:34|app||0
1245540518336|viewJob|6555468|59504506|2016-04-09 15:20:40|app||1
1245540518336|viewJob|6786134|3110001|2016-04-23 22:36:41|app||1
1245540518336|saveJob|6786134|3110001|2016-04-26 11:12:29|app||1
1245540518336|viewJob|6786134|3110001|2016-04-26 11:12:31|app||1
1245540518336|viewJob|7982805|3374805|2016-04-23 22:36:52|app||1
1245540518336|viewJob|5584062|22354940|2016-04-09 20:45:24|app||1
1245540518336|viewCust||80173221|2016-04-09 11:31:49|app||1
1245540518336|viewCust||59504506|2016-04-09 15:19:26|app||1
1245540518336|viewJob|6786134|3110001|2016-07-02 01:50:27|app||1
1245540518336|viewJob|6281237|3557115|2016-07-31 04:51:22|app||1
1245540518336|viewJob|5916874|3557115|2016-07-14 04:30:22|app||1
1245540518336|viewJob|4712595|3557115|2016-07-14 04:30:34|app||1
1245540518336|viewCust||3557115|2016-07-31 04:50:36|app||1
1245540518336|viewCust||3557115|2016-08-19 00:04:36|app||1
1245540518336|viewJob|6786134|3110001|2016-09-09 18:25:58|app||1
1245540518336|viewJob|719741|43816068|2016-10-10 23:05:51|app||1
1245540518336|viewCust||3374707|2016-10-09 22:56:27|app||1
1245540518336|viewCust||43816068|2016-10-10 23:05:40|app||1
1245540518336|viewJob|7762448|3434016|2016-10-31 20:37:46|app||1
1245540518336|viewJob|7638938|43816068|2016-10-10 23:06:32|app||1
1245540518336|viewJob|6786134|3110001|2016-11-30 22:12:51|app||1
1245540518336|viewCust||89283591|2016-12-01 00:05:06|app||1
1245540518336|viewJob|8692052|89283591|2016-12-01 00:05:24|app||1
1245540518336|viewJob|8737552|89283591|2016-12-01 00:05:04|app||1
1245540518336|viewJob|4712595|3557115|2016-12-31 19:51:22|app||1
1245540518336|viewJob|6646791|3557115|2016-12-31 19:50:53|app||1
1245540518336|viewCust||3557115|2016-12-31 19:50:55|app||1
1245540518336|viewJob|4712595|3557115|2016-12-03 19:06:08|app||1
1245540518336|viewJob|8054461|22415854|2016-12-03 19:02:25|app||1
1245540518336|viewJob|4657196|3374707|2016-12-03 19:01:53|app||1
1245540518336|viewJob|8795191|3557115|2017-01-07 21:42:48|app||1
1245540518336|viewJob|8567290|3557115|2017-01-07 21:43:17|app||1
1245540518336|viewJob|4566642|3557115|2017-01-08 17:22:36|app||1
1245540518336|viewCust||3557115|2017-01-16 22:40:21|app||1
1245540518336|viewCust||3557115|2017-01-08 17:22:39|app||1
1245540518336|viewJob|3875955|3557115|2017-01-16 22:40:19|app||1
1245540518336|viewJob|6560241|3557115|2017-01-16 22:40:50|app||1
1245540518336|viewCust||3557115|2017-01-07 21:42:02|app||1
1245540518336|saveJob|4566642|3557115|2017-01-08 17:23:42|app||1
1245540518336|viewCust||3557115|2017-02-03 08:13:38|app||1
1245540518336|viewJob|6786134|3110001|2016-06-27 03:57:27|app||1
1245540518336|viewJob|8317475|56054251|2016-06-27 03:50:50|app||1
1245540518337|viewJob|6786134|3110001|2016-07-12 11:09:28|app||1
1245540518337|viewJob|6111706|53017509|2016-07-12 11:01:49|app||1
1245540518337|viewJob|6371581|86519539|2016-07-12 11:16:22|app||1
1245540518337|applyJob|6371581|86519539||app||0
1245540518337|viewJob|8261619|80328219|2016-07-09 20:57:54|app||1
1245540518337|viewJob|7747750|70827383|2016-08-26 11:15:24|app||1
1245540518337|viewJob|6347778|16091049|2016-08-26 11:26:24|app||1
1245540518337|viewJob|7258796|70827383|2016-08-26 11:14:13|app||1
1245540518337|viewJob|17672|23218183|2016-08-26 11:21:20|app||1
1245540518337|viewJob|6707345|53021481|2016-08-26 11:16:13|app||1
1245540518337|viewJob|6081772|70745361|2016-08-26 11:24:52|app||1
1245540518337|viewJob|978855|22480876|2016-08-26 11:25:34|app||1
1245540518337|viewJob|4712656|86380802|2016-08-26 11:24:18|app||1
1245540518337|viewJob|7525133|22354940|2016-08-26 17:09:06|app||1
1245540518337|viewJob|7525133|22354940|2016-08-26 11:12:44|app||1
1245540518337|viewJob|8390981|3742301|2016-08-26 11:23:26|app||1
1245540518337|viewJob|6261935|53658813|2016-08-26 11:15:05|app||1
1245540518337|viewJob|8368050|86517510|2016-08-26 11:14:46|app||1
1245540518337|viewJob|6859429|4377371|2016-07-23 16:49:55|app||0
1245540518337|viewJob|6573351|69568009|2016-07-10 10:01:29|web|www.104.com.tw/job/|
1245540518337|viewJob|4209295|4377371|2016-07-23 16:49:08|app||0
1245540518337|viewJob|8403538|28421312|2016-08-01 22:25:36|web|www.104.com.tw/job/|
1245540518337|viewJob|6980226|86517510|2016-08-01 22:25:04|web|www.104.com.tw/job/|
1245540518337|viewJob|6425115|46479103|2016-08-03 11:49:38|web|www.104.com.tw/job/|
1245540518337|viewJob|7027779|3374805|2016-08-03 17:23:05|web|www.104.com.tw/job/|
1245540518337|viewJob|7258240|70827383|2016-08-03 20:41:39|web|www.104.com.tw/job/|
1245540518337|viewJob|6050937|3077208|2016-08-03 10:08:11|web|www.104.com.tw/job/|
1245540518337|viewJob|6050937|3077208|2016-08-01 21:10:18|app||0
1245540518337|viewJob|6050937|3077208|2016-08-01 21:07:27|app||0
1245540518337|viewJob|6371581|86519539|2016-08-03 20:47:44|web|www.104.com.tw/job/|
1245540518337|applyJob|6371581|86519539||app||0
1245540518337|saveJob|6371581|86519539|2016-08-03 19:21:53|app||0
1245540518337|viewJob|6371581|86519539|2016-08-03 19:20:54|app||0
1245540518337|viewJob|5543253|86517096|2016-08-03 20:47:36|web|www.104.com.tw/job/|
1245540518337|viewJob|4938507|86517096|2016-08-03 20:42:26|web|www.104.com.tw/job/|
1245540518337|viewJob|4938507|86517096|2016-08-03 19:00:34|app||0
1245540518337|viewJob|4938507|86517096|2016-08-03 20:42:40|web|www.104.com.tw/job/|
1245540518337|applyJob|4938507|86517096||web|www.104.com.tw/jobbank/login/apply/job_send2_2011.cfm|
1245540518337|viewJob|4938507|86517096|2016-08-03 20:13:23|app||0
1245540518337|saveJob|4938507|86517096|2016-08-03 20:14:06|app||0
1245540518337|applyJob|4938507|86517096||app||0
1245540518337|viewJob|8361012|3374805|2016-08-03 17:22:42|web|www.104.com.tw/job/|
1245540518337|viewJob|8361012|3374805|2016-08-03 19:00:19|app||0
1245540518337|viewJob|8361012|3374805|2016-08-03 19:25:03|app||0
1245540518337|viewJob|6418462|4231910|2016-08-03 10:07:40|web|www.104.com.tw/job/|
1245540518337|viewJob|6418462|4231910|2016-08-01 22:28:14|web|www.104.com.tw/job/|
1245540518337|viewJob|6418462|4231910|2016-08-04 11:46:01|web|www.104.com.tw/job/|
1245540518337|viewJob|6102497|3077208|2016-08-01 21:03:35|app||0
1245540518337|viewJob|5827573|46479103|2016-08-03 12:54:05|web|www.104.com.tw/job/|
1245540518337|viewCust||3077208|2016-08-01 22:12:42|web|www.104.com.tw/jobbank/custjob/index.php|
1245540518337|viewCust||3077208|2016-08-01 22:12:50|web|www.104.com.tw/jobbank/custjob/index.php|
1245540518337|viewCust||3077208|2016-08-01 22:12:30|web|www.104.com.tw/jobbank/custjob/index.php|
1245540518337|viewCust||3077208|2016-08-01 22:12:46|web|www.104.com.tw/jobbank/custjob/index.php|
1245540518337|viewJob|8606451|22099131|2017-02-15 12:59:32|app||0
1245540518337|viewJob|8530554|22099131|2017-02-15 12:59:02|app||0
1245540518338|saveJob|7050345|86616791|2016-07-07 14:19:14|app||0
1245540518338|saveJob|7592675|20828393|2016-08-09 08:58:10|app||0
1245540518338|viewJob|7592675|20828393|2016-08-23 13:46:04|app||0
1245540518338|viewJob|8435342|3557115|2016-08-24 10:46:55|app||0
1245540518338|viewJob|8323132|86616791|2016-08-03 14:03:45|app||0
1245540518338|viewJob|8424791|16095410|2016-08-03 13:48:35|app||0
1245540518338|viewJob|6284196|11456006|2016-08-08 11:01:35|app||0
1245540518338|viewJob|6244006|80328219|2016-09-19 13:56:48|app||0
1245540518338|viewJob|8511894|11456006|2016-09-04 14:58:05|app||0
1245540518338|viewJob|8541692|89283591|2016-09-19 11:25:56|app||0
1245540518338|viewJob|8498708|97176270|2016-09-19 14:03:14|app||0
1245540518338|viewJob|7592675|20828393|2016-09-19 15:11:40|app||0
1245540518338|viewJob|7592675|20828393|2016-09-19 14:11:32|app||0
1245540518338|viewJob|7592675|20828393|2016-09-19 13:03:22|app||0
1245540518338|viewJob|7346491|27935073|2016-10-17 09:57:05|app||0
1245540518338|viewJob|6284196|11456006|2016-10-26 11:00:29|app||0
1245540518338|viewJob|7514308|84703052|2016-10-26 11:02:18|app||0
1245540518338|viewJob|7592675|20828393|2016-10-17 14:19:16|app||0
1245540518338|viewJob|7592675|20828393|2016-10-11 20:57:17|app||0
1245540518338|viewJob|7592675|20828393|2016-10-11 18:49:37|app||0
1245540518338|viewJob|8047786|84443471|2016-10-17 14:16:13|app||0
1245540518338|viewJob|6928763|86870786|2016-10-11 19:36:53|app||0
1245540518338|viewJob|6312915|22354940|2016-10-30 16:33:07|app||0
1245540518338|viewJob|8567224|84703052|2016-10-26 11:02:29|app||0
1245540518338|viewJob|7797802|84703052|2016-10-26 11:59:15|app||0
1245540518338|viewJob|7797802|84703052|2016-10-17 09:46:08|app||0
1245540518338|viewJob|5061642|3374707|2016-11-15 10:06:03|app||0
1245540518338|viewJob|8237197|86519539|2016-11-19 21:31:59|app||0
1245540518338|viewJob|8237197|86519539|2016-11-15 10:21:03|app||0
1245540518338|saveJob|8237197|86519539|2016-11-15 10:21:11|app||0
1245540518338|viewJob|8237197|86519539|2016-11-16 17:46:15|app||0
1245540518338|viewJob|8722196|22099478|2016-11-21 18:30:04|app||0
1245540518338|viewJob|7968538|28990720|2016-11-15 10:02:49|app||0
1245540518338|viewJob|3842763|22044755|2016-12-21 14:05:32|app||0
1245540518338|viewJob|8192929|84443471|2016-12-13 16:50:20|app||0
1245540518338|viewJob|8495938|97176270|2016-12-06 11:23:47|app||0
1245540518338|viewJob|5061642|3374707|2016-12-23 15:45:33|app||0
1245540518338|viewJob|7950211|16095410|2016-12-13 16:48:58|app||0
1245540518338|viewJob|6928763|86870786|2016-12-06 11:23:34|app||0
1245540518338|viewJob|7091343|3077208|2016-12-14 19:48:07|app||0
1245540518338|viewJob|6939045|22555003|2016-12-30 15:27:10|app||0
1245540518338|viewJob|8742568|3374805|2016-12-01 09:25:56|app||0
1245540518338|viewJob|8495938|97176270|2016-12-20 12:09:35|app||0
1245540518338|viewJob|1639014|86517510|2016-12-20 08:35:53|app||0
1245540518338|viewJob|7031140|97176270|2016-12-13 16:54:14|app||0
1245540518338|viewJob|6312915|22354940|2016-12-20 12:04:26|app||0
1245540518338|viewJob|8703400|22044755|2017-01-10 16:27:55|app||0
1245540518338|viewJob|8192929|84443471|2017-01-03 09:29:20|app||0
1245540518338|viewJob|7031140|97176270|2017-01-10 17:12:52|app||0
1245540518338|viewJob|8794155|84443471|2017-01-03 09:30:28|app||0
1245540518338|viewJob|6928763|86870786|2017-01-03 09:28:26|app||0
1245540518338|viewJob|5633892|86517510|2017-01-17 13:53:14|app||0
1245540518338|viewJob|7982802|84443471|2017-01-03 10:25:50|app||0
1245540518338|viewJob|8029824|84443471|2017-01-03 09:29:08|app||0
1245540518338|viewJob|7489911|86517510|2017-01-17 13:52:08|app||0
1245540518338|viewJob|5732767|86517510|2017-01-17 13:53:02|app||0
1245540518338|viewJob|8854822|22044755|2017-01-10 17:11:38|app||0
1245540518338|viewJob|8103003|84116878|2017-01-10 16:23:32|app||0
1245540518338|viewJob|8110217|86928561|2017-01-10 17:03:30|app||0
1245540518338|viewJob|8461700|23829868|2017-02-03 18:26:45|app||0
1245540518338|viewJob|7929284|12228473|2017-02-03 16:44:05|app||0
1245540518338|viewJob|6510099|84188062|2017-02-03 17:03:15|app||0
1245540518338|viewJob|8833572|22354940|2017-02-05 17:35:54|app||0
